Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU16,OUT035,1522.920571
FDH12,OUT013,1745.626212
DRE48,OUT010,1196.29365
NCL42,OUT027,5285.106391
FDR21,OUT045,2763.632968
NCW29,OUT035,2231.510552
FDO11,OUT013,4039.83774
NCM31,OUT049,2327.99431
FDV35,OUT019,547.4047165
FDF58,OUT017,1121.764394
NCE43,OUT049,2752.93798
FDA02,OUT035,2494.280776
DRL37,OUT010,-1174.434222
FDR24,OUT018,1244.568419
FDW59,OUT049,1458.118093
FDS22,OUT049,908.0407613
FDW24,OUT017,933.1274105
FDU24,OUT035,1708.085152
FDA21,OUT027,4415.701596
FDH58,OUT027,3335.527903
FDW36,OUT018,1403.29396
FDI45,OUT027,4207.325798
FDU01,OUT018,2710.597106
FDF35,OUT027,3186.623704
FDU43,OUT019,1892.878634
FDE24,OUT019,388.7269991
FDK50,OUT049,2705.799079
FDG31,OUT045,995.1076835
FDC60,OUT045,1444.366588
FDL36,OUT013,1492.217634
FDP21,OUT013,3093.170028
FDW16,OUT045,1460.181433
FDX02,OUT017,3642.666969
FDQ58,OUT027,3917.879466
FDT51,OUT046,1837.718932
FDD59,OUT049,1431.977685
NCM42,OUT018,1466.367675
FDA57,OUT018,416.2544735
FDZ48,OUT035,1947.351684
FDE46,OUT045,2385.000586
NCZ30,OUT019,24.34464032
FDB56,OUT017,3117.395331
FDA25,OUT027,3175.807073
FDD20,OUT013,2037.733763
FDL25,OUT013,1559.581763
NCO18,OUT049,2894.564333
FDJ45,OUT017,687.0214253
FDR12,OUT035,2906.334304
NCF19,OUT010,-1132.751982
FDK25,OUT046,2669.663123
NCR17,OUT046,1817.160804
FDC52,OUT046,2477.449007
NCA54,OUT017,2944.962276
FDR45,OUT010,1883.773155
NCM19,OUT049,1898.995577
FDF39,OUT027,5657.597422
FDX23,OUT049,1673.996495
FDD58,OUT027,3061.196445
FDX28,OUT013,1645.838985
NCD31,OUT013,2603.354751
FDU57,OUT018,2167.576063
FDI27,OUT046,818.3210054
NCM42,OUT046,1725.744498
FDD32,OUT027,2820.723457
FDI34,OUT013,3688.95213
NCM29,OUT049,2163.760445
FDG46,OUT018,1591.847295
DRC01,OUT010,-1040.703542
FDB15,OUT027,5584.346088
NCA17,OUT027,3822.286155
FDF10,OUT046,2383.006224
FDR26,OUT027,4293.039134
FDI02,OUT049,1932.053062
NCM54,OUT010,108.3758542
FDF14,OUT013,2453.644646
FDJ33,OUT010,67.0969623
FDM20,OUT035,4034.936829
FDC03,OUT027,4593.117088
NCX05,OUT046,1837.079969
NCM41,OUT027,2918.399131
NCU29,OUT010,436.7053088
FDQ59,OUT017,1493.487418
FDH46,OUT010,-218.0776264
FDH09,OUT013,884.9629129
NCD06,OUT045,697.5442106
FDC15,OUT035,2597.351979
DRD37,OUT027,2207.357822
FDT28,OUT027,3832.379196
FDR28,OUT027,4104.426278
FDT38,OUT017,1489.430242
FDV34,OUT027,2734.161505
FDY52,OUT035,1184.768345
FDB34,OUT013,1436.171799
DRL23,OUT018,1419.159379
DRB24,OUT046,2454.454709
FDJ50,OUT046,910.2952637
FDQ49,OUT035,2652.910646
FDP20,OUT035,2144.404972
FDV19,OUT027,4032.853329
NCR54,OUT045,3023.656256
FDO09,OUT010,2223.529956
FDS57,OUT018,1999.991054
FDN10,OUT049,1991.405604
FDV23,OUT049,2103.102786
FDY28,OUT049,3515.614427
DRG51,OUT013,2613.706175
FDD45,OUT019,-413.77778
NCL18,OUT027,4457.761118
NCM29,OUT013,2104.596388
FDF17,OUT027,4566.663887
FDE22,OUT017,2668.655337
FDQ22,OUT017,739.4404563
FDS01,OUT013,2896.921334
FDW35,OUT027,2178.949506
FDJ33,OUT046,2030.799181
NCF54,OUT035,2851.100968
FDE09,OUT013,1813.990829
NCE06,OUT045,2485.319862
DRH49,OUT049,1405.469515
FDY43,OUT045,2645.597156
NCT05,OUT017,4091.32688
FDZ34,OUT045,2988.674852
FDL38,OUT017,1563.788078
FDZ31,OUT017,3135.333728
FDR14,OUT035,1052.976608
NCN54,OUT049,1363.439469
NCC42,OUT027,3658.411492
FDK08,OUT017,1746.589001
FDP59,OUT013,1775.836241
FDV22,OUT035,2701.818474
FDD33,OUT035,3838.779491
DRE60,OUT027,5004.515844
FDK52,OUT046,3582.101814
FDA02,OUT017,2474.577954
FDM56,OUT049,1858.04629
FDE57,OUT035,2415.277201
FDM32,OUT045,1393.789952
NCQ30,OUT027,3380.310389
FDQ27,OUT027,3180.909213
FDT60,OUT027,3448.378887
FDU43,OUT049,3935.887164
NCO55,OUT035,1832.982499
FDG02,OUT045,2988.545226
FDJ28,OUT013,3067.18088
FDP40,OUT045,1798.162664
FDJ38,OUT045,3018.722408
NCC54,OUT017,3869.330637
NCZ41,OUT046,1979.291639
FDK38,OUT019,475.687412
FDU52,OUT013,2507.483342
FDC40,OUT046,1286.948244
NCR30,OUT017,1274.068683
NCN18,OUT017,1847.099083
FDB50,OUT035,1407.74004
FDG04,OUT013,3029.696928
FDR26,OUT035,2964.948023
NCT17,OUT018,2692.977773
FDX35,OUT027,5074.763725
FDS12,OUT046,2017.619403
NCZ29,OUT027,3436.962365
FDB38,OUT010,708.7907156
FDP12,OUT013,719.3525101
FDP22,OUT046,896.8644316
FDS26,OUT018,3832.551507
FDR52,OUT046,3083.610173
DRJ13,OUT046,2550.757832
FDU48,OUT027,3544.692768
FDE29,OUT035,1134.31184
NCT29,OUT049,2025.816916
DRK37,OUT018,2710.344951
FDK55,OUT046,1429.108692
FDR07,OUT046,1546.981727
FDO21,OUT027,5057.862848
FDK46,OUT049,4216.83485
FDB12,OUT045,1665.681149
FDT31,OUT027,4458.5092
FDJ33,OUT045,1978.795447
FDC26,OUT027,3202.440335
NCQ02,OUT045,2917.465391
FDP08,OUT010,1172.184003
FDB11,OUT027,5022.665563
FDV55,OUT013,2365.183719
FDW20,OUT049,2056.037588
NCJ18,OUT019,-38.00456555
FDC41,OUT018,946.7264387
FDE14,OUT027,3135.929521
FDG35,OUT013,2872.057765
FDF45,OUT035,1152.335211
FDS19,OUT027,2757.283664
FDS58,OUT019,691.8974029
FDA26,OUT017,3618.24288
FDM32,OUT049,1533.598436
FDL45,OUT046,2031.55938
FDZ55,OUT049,2656.363512
FDY37,OUT049,2409.600869
FDO46,OUT046,3083.099556
FDQ60,OUT046,1954.850196
FDA19,OUT018,1814.992075
FDL15,OUT046,2460.02033
FDM10,OUT018,3090.647607
NCL05,OUT017,786.2461331
DRK49,OUT010,-1204.951896
NCE18,OUT027,5399.317542
FDG40,OUT049,701.2634726
DRI59,OUT045,3448.169714
FDK28,OUT035,4194.870236
NCD06,OUT019,-1165.402518
FDO11,OUT019,2104.209622
FDK27,OUT046,1932.386889
FDT43,OUT027,2302.341873
FDD38,OUT018,1427.154263
FDA16,OUT049,3588.541256
FDL14,OUT027,3953.412571
NCM17,OUT049,815.9787875
FDD20,OUT045,1943.060498
FDA40,OUT045,1421.013059
FDL43,OUT045,1227.022285
FDV15,OUT045,1585.172171
FDE52,OUT046,1504.470429
NCL17,OUT010,356.3070837
NCJ31,OUT045,3666.601937
FDR60,OUT045,1210.183702
NCA18,OUT035,1982.026181
FDS21,OUT027,2545.712454
FDW09,OUT035,1476.984386
FDL26,OUT035,2605.076449
FDS47,OUT018,1153.22752
FDC39,OUT046,3249.455061
FDT51,OUT035,1991.695234
FDK40,OUT035,4310.632492
NCG19,OUT045,3619.050214
FDZ07,OUT046,1058.710406
FDF08,OUT027,2933.921425
FDO04,OUT013,959.0885335
FDK41,OUT018,1065.407258
FDP15,OUT049,4126.16717
NCD43,OUT018,1399.491371
NCP18,OUT013,2387.608137
FDZ51,OUT046,1553.708807
DRH13,OUT035,1889.379743
FDF38,OUT045,682.8888829
NCI43,OUT045,750.5617136
FDM38,OUT027,2391.535736
FDS03,OUT013,1099.326629
DRJ47,OUT017,2798.922954
FDT50,OUT010,-310.9511014
FDV02,OUT046,2740.745158
NCG18,OUT017,1744.863228
FDW52,OUT046,2667.410862
FDS40,OUT035,779.8123754
FDN31,OUT017,3118.035226
FDA37,OUT045,1967.645018
FDA15,OUT046,3958.171051
FDL39,OUT046,2916.067896
FDJ53,OUT045,1903.582272
FDX22,OUT013,3420.55153
NCZ42,OUT045,3703.423173
FDD56,OUT027,4281.396029
FDD40,OUT017,3206.968218
FDS50,OUT013,3520.943365
NCN14,OUT013,2927.647659
FDT15,OUT013,2988.659993
NCS18,OUT027,3168.249576
NCO26,OUT010,-99.85557493
FDF58,OUT018,754.5166339
NCB19,OUT013,1406.84308
FDH26,OUT017,2387.589489
DRB24,OUT027,3879.982164
FDA49,OUT018,1123.944759
FDB32,OUT045,1498.618656
FDI36,OUT017,3249.292934
NCA17,OUT010,444.0813581
FDH22,OUT013,2024.770668
NCM26,OUT018,2136.57671
FDT15,OUT027,4406.097374
FDB16,OUT018,1146.181547
NCP54,OUT027,3408.873535
FDJ36,OUT013,1708.974244
FDO28,OUT045,1870.299908
FDU09,OUT013,981.2489024
FDF29,OUT017,2203.674605
FDY08,OUT013,2295.936006
DRJ59,OUT018,356.5379643
FDT23,OUT027,2784.256289
FDU15,OUT018,425.2681506
FDT47,OUT013,1653.195764
FDI53,OUT019,741.8694659
FDR59,OUT018,3903.914126
FDD53,OUT035,840.8714779
FDY51,OUT017,3563.351478
FDT04,OUT049,739.438646
FDU51,OUT049,2940.320645
FDG14,OUT035,2613.717418
NCU06,OUT045,3564.232016
DRG25,OUT046,2947.262564
DRH49,OUT035,1498.022718
FDN15,OUT035,2378.200685
FDL43,OUT018,982.3326063
NCT18,OUT049,2969.754695
NCB31,OUT013,4111.41967
FDK57,OUT035,2058.382627
FDY04,OUT019,741.3679412
NCP54,OUT046,1929.866055
FDF41,OUT013,3874.353529
FDM01,OUT045,1643.890761
FDW03,OUT045,1684.562104
FDF28,OUT045,1962.646262
FDY37,OUT017,2406.326627
FDQ03,OUT017,3875.387571
FDP51,OUT027,3412.749427
FDJ40,OUT017,1920.220883
FDC32,OUT049,1602.440203
DRI49,OUT027,2734.37113
NCW54,OUT017,978.5055571
FDF09,OUT017,754.3867199
FDP45,OUT018,3729.639948
DRJ23,OUT018,2680.515684
FDS59,OUT017,1923.483174
FDY08,OUT046,2239.26472
FDX16,OUT049,2455.264188
FDY16,OUT018,2688.743696
FDK32,OUT035,2623.992929
FDQ22,OUT013,711.526725
NCC31,OUT018,2196.084748
FDG58,OUT049,2589.092015
DRF48,OUT013,3021.566382
DRH36,OUT049,1290.565056
NCR30,OUT035,1349.761369
FDB03,OUT019,1926.015998
FDZ28,OUT027,3516.430529
FDR35,OUT017,3245.326186
DRD15,OUT027,5111.162352
FDJ33,OUT019,121.6933715
FDA56,OUT010,41.08771785
FDP56,OUT046,814.0350621
NCT30,OUT046,780.6611115
FDK15,OUT017,1702.352107
FDH44,OUT018,2107.643106
FDV01,OUT013,2529.191369
DRG03,OUT017,2503.022405
FDG50,OUT027,2917.021695
FDR16,OUT010,1517.141945
FDZ60,OUT046,1720.065025
DRG03,OUT045,2388.269625
FDS56,OUT018,3940.801172
FDU33,OUT045,738.9294564
DRD27,OUT035,1738.724275
FDW22,OUT046,3571.319351
DRA24,OUT045,2572.094632
FDF38,OUT049,818.0370088
FDX48,OUT013,2537.143834
FDS58,OUT018,2340.18896
FDC32,OUT046,1494.434085
NCQ29,OUT045,4037.667752
DRK39,OUT018,1082.21008
NCS38,OUT017,1893.84708
DRO47,OUT013,1808.183952
DRG27,OUT027,2142.237317
FDC57,OUT027,4530.458837
FDS55,OUT046,2341.490553
NCJ06,OUT018,1624.469919
FDO01,OUT019,232.7780652
NCM55,OUT045,2864.822761
FDC52,OUT049,2583.935254
FDQ15,OUT045,1269.782586
NCT30,OUT027,2218.866865
NCR42,OUT027,1992.950555
FDD28,OUT035,1109.8471
FDQ34,OUT049,1764.291156
FDZ12,OUT027,3720.079682
DRE13,OUT019,-504.2868635
NCN07,OUT019,210.9295744
FDM28,OUT035,3021.04106
FDI10,OUT017,2856.952026
FDQ25,OUT013,2794.423088
FDA38,OUT010,1921.336833
DRI13,OUT049,3518.742499
FDY20,OUT027,2951.16023
NCZ53,OUT035,3101.869248
NCM31,OUT013,2299.939962
DRB01,OUT017,3070.120357
DRF37,OUT046,4109.61641
NCF42,OUT049,2859.546898
FDF16,OUT018,2098.330225
FDB41,OUT013,867.6570981
FDR34,OUT013,3676.521256
FDR15,OUT018,2257.545558
NCV42,OUT019,-117.4783094
FDW51,OUT035,3542.469207
FDU36,OUT017,1669.923469
FDX60,OUT049,1415.725713
FDY03,OUT035,2001.685776
FDW55,OUT045,3916.600753
FDT01,OUT010,1452.523302
FDG58,OUT013,2534.628466
FDK21,OUT017,4042.372645
NCS41,OUT019,970.7745642
FDS10,OUT045,2835.152493
NCT53,OUT046,2604.861781
FDJ28,OUT018,2760.490811
FDX44,OUT045,1376.704524
FDT20,OUT018,390.5869138
FDO44,OUT017,1853.404617
NCX17,OUT049,3767.594779
FDY01,OUT017,1979.081328
FDJ12,OUT027,4814.56359
DRK35,OUT018,341.6720036
FDD47,OUT019,786.86464
NCM53,OUT035,1831.682487
FDO45,OUT013,1499.104668
NCM42,OUT010,-161.4736539
FDE04,OUT046,2890.584252
NCI30,OUT027,5335.55415
FDZ19,OUT013,2804.125187
FDW57,OUT013,2883.402636
FDA25,OUT013,1722.189135
FDT22,OUT046,968.7940558
FDP51,OUT013,1977.210848
FDD48,OUT027,3323.691359
FDY39,OUT035,3099.20153
FDO48,OUT010,1652.364047
FDD23,OUT027,4440.320927
DRN35,OUT027,2067.255161
FDT01,OUT035,3548.378503
FDC20,OUT010,-985.2540582
DRJ35,OUT035,1164.657752
FDB32,OUT046,1522.624842
FDL24,OUT046,2805.997909
NCV42,OUT035,1941.543234
FDZ46,OUT046,1760.694634
FDC15,OUT013,2482.950404
FDD08,OUT019,-1240.502446
FDY50,OUT049,1545.653916
FDD36,OUT013,1954.264007
FDG57,OUT027,2267.813737
FDL21,OUT018,475.2178165
FDN16,OUT027,3138.257589
FDJ09,OUT027,2220.957349
FDS01,OUT010,954.7680976
FDV33,OUT017,4246.542351
DRE12,OUT017,1911.28987
FDR07,OUT013,1595.866073
FDP48,OUT010,1058.5675
NCB55,OUT035,1055.891329
FDQ08,OUT013,1071.335095
FDR34,OUT035,3846.879888
FDO33,OUT046,1798.775762
FDP13,OUT045,633.2255425
FDX12,OUT049,3976.049171
NCT06,OUT049,2722.933602
FDR16,OUT019,1532.659558
FDE36,OUT046,2678.12637
FDZ36,OUT049,3080.392001
FDV13,OUT045,1423.19165
NCZ17,OUT035,741.6756623
FDU56,OUT045,2862.165305
FDM09,OUT035,2900.399578
FDV02,OUT017,2820.599308
FDS34,OUT018,1575.19308
FDA11,OUT049,1651.360426
FDP09,OUT017,3444.901043
FDB29,OUT027,3333.652255
FDT19,OUT017,2880.229646
DRH15,OUT017,812.7968501
FDY38,OUT046,3724.437899
FDF14,OUT027,3879.318276
FDN48,OUT010,-402.6682096
FDQ12,OUT013,3684.972689
NCJ43,OUT045,2679.758548
FDE17,OUT019,571.901333
FDB05,OUT035,4076.195045
FDH10,OUT045,3003.445199
NCR06,OUT017,771.2092209
FDU32,OUT018,1685.207583
FDD56,OUT049,2890.20126
FDO36,OUT018,2599.080528
FDH16,OUT010,-422.4483659
FDX10,OUT018,370.873134
FDZ37,OUT017,1573.636975
FDU31,OUT010,1592.052881
DRC49,OUT049,2350.558359
FDL15,OUT045,2380.070769
FDN32,OUT019,1060.693905
DRH59,OUT027,2647.798219
NCU29,OUT049,2437.713002
FDR37,OUT019,1066.673513
FDS14,OUT018,2231.653756
FDU02,OUT027,5032.858852
FDJ08,OUT035,3194.728505
NCZ06,OUT045,3913.658862
FDO31,OUT049,1480.316647
FDH31,OUT018,1411.962884
FDS58,OUT017,2687.234681
NCA53,OUT027,2256.327223
FDF50,OUT046,3138.762592
NCW42,OUT049,3591.692567
NCQ17,OUT045,2395.46259
FDK51,OUT018,3900.140533
NCW41,OUT010,579.0859578
NCR29,OUT017,982.8396858
FDB08,OUT019,641.3316155
FDA40,OUT027,2879.19786
FDL14,OUT018,2289.07111
FDB47,OUT046,3285.693108
FDO03,OUT035,3806.801072
DRK13,OUT019,1192.779671
FDX13,OUT010,2016.054843
FDF52,OUT046,2906.92718
FDT11,OUT013,3075.564657
FDB08,OUT013,2585.409807
FDQ28,OUT018,2246.092004
FDD29,OUT045,3945.340531
NCQ29,OUT027,5540.443005
NCO02,OUT013,1077.724639
FDR56,OUT010,1217.440249
NCM54,OUT049,2080.853172
FDP51,OUT035,2060.553289
FDT38,OUT013,1408.734899
FDZ20,OUT018,3728.230558
FDJ53,OUT013,1967.172696
FDX13,OUT049,4040.849136
FDP58,OUT035,3618.673872
NCK31,OUT019,-1045.613105
FDA35,OUT018,1744.157811
FDV37,OUT018,2911.652433
NCO07,OUT027,4816.063373
FDA20,OUT045,2921.583952
FDZ59,OUT035,2862.46458
NCY17,OUT017,793.9885399
FDQ28,OUT035,2631.222576
FDV35,OUT017,2534.282792
FDQ36,OUT013,663.0941528
FDD34,OUT018,2335.675457
FDK51,OUT045,4122.521288
FDV31,OUT035,2929.999476
FDR04,OUT035,1712.947103
FDR14,OUT049,999.2028038
DRC36,OUT010,890.6844999
FDE39,OUT019,46.03824498
FDP57,OUT049,1784.281892
FDE57,OUT046,2264.40709
NCN18,OUT046,1753.348776
NCQ05,OUT018,2101.665319
FDW47,OUT035,2076.146544
FDV46,OUT035,2360.144648
NCP29,OUT045,947.3612547
FDE09,OUT018,1516.623082
NCU06,OUT027,5051.509294
FDT19,OUT010,859.7861612
DRF15,OUT017,2503.621624
DRI51,OUT013,2724.981617
NCX54,OUT013,1691.569513
DRE01,OUT013,3806.563823
NCB07,OUT045,3011.178037
FDU50,OUT035,2025.724548
FDG40,OUT035,745.6592349
FDW10,OUT018,2509.400594
FDX51,OUT013,3163.680116
NCP17,OUT045,966.0653026
FDP21,OUT035,3181.182642
FDL04,OUT045,1628.777308
FDV23,OUT013,1997.379011
FDF24,OUT046,1372.782962
FDH56,OUT027,3322.104564
FDB51,OUT049,1128.486817
FDI58,OUT027,3029.349852
FDR20,OUT013,869.6902178
FDC51,OUT018,1753.40155
FDB16,OUT027,2855.660887
FDE40,OUT049,1134.100689
NCM17,OUT035,861.9412883
FDU56,OUT035,3086.273413
FDS32,OUT019,405.909659
FDX02,OUT049,3647.524814
FDT39,OUT027,3939.136385
FDE35,OUT017,1086.327352
NCI42,OUT019,1419.731253
DRL23,OUT046,1697.167552
FDA10,OUT046,1937.690685
FDA11,OUT013,1587.549981
NCM06,OUT046,2438.796819
NCT05,OUT035,4194.915614
NCQ02,OUT010,1037.412833
NCY06,OUT049,2148.607004
FDY56,OUT035,3740.9118
FDL02,OUT035,1862.215857
NCI06,OUT035,2957.754169
FDQ14,OUT045,2343.062101
FDQ12,OUT017,3705.109263
FDP36,OUT046,853.5648529
FDK21,OUT027,5421.643944
FDO40,OUT045,2310.384841
NCK54,OUT019,-31.65800048
FDY09,OUT018,2541.677579
NCW30,OUT049,4201.66158
NCC55,OUT027,2046.843288
FDE58,OUT018,1609.241005
FDR39,OUT013,2950.096428
FDU28,OUT049,3098.723
FDH08,OUT017,3707.709061
FDG35,OUT045,2785.206251
FDG22,OUT049,753.7214916
FDC34,OUT035,2659.623588
FDP15,OUT018,3741.633984
FDK34,OUT010,1879.010358
FDU45,OUT035,2054.986237
FDQ04,OUT027,2124.647002
FDX22,OUT018,3101.430792
FDB45,OUT017,1766.853302
NCH43,OUT027,4855.390155
DRE60,OUT046,3510.118044
FDD17,OUT027,5188.641699
NCM54,OUT017,2100.860057
NCH55,OUT013,2050.204906
NCT06,OUT017,2693.235024
FDA48,OUT027,4940.985306
FDY58,OUT027,5063.835627
FDO25,OUT045,3280.196887
FDN50,OUT045,1531.351995
FDH35,OUT035,2770.297882
FDK09,OUT045,3533.94573
FDO16,OUT013,1388.645346
FDW11,OUT045,1002.133991
FDU47,OUT027,3733.779594
NCQ42,OUT010,125.5224161
FDK55,OUT027,2905.241529
FDN08,OUT049,2006.997408
FDT57,OUT045,3711.254631
FDJ12,OUT018,3061.203216
DRL59,OUT017,953.6851424
NCN53,OUT046,591.5643792
FDO51,OUT010,-1115.08198
FDK56,OUT017,3063.939901
FDY12,OUT035,1047.324755
FDU15,OUT035,824.6372794
FDQ19,OUT046,3891.69588
DRF15,OUT045,2390.397527
DRE25,OUT019,-430.2878546
FDK57,OUT018,1635.653669
FDD33,OUT010,1730.321436
FDR34,OUT027,5116.897895
FDU04,OUT045,1908.869289
FDE35,OUT019,-850.6623411
NCD31,OUT035,2722.442354
FDJ56,OUT035,1738.051805
NCU53,OUT046,2600.373513
FDD39,OUT035,3546.150097
NCU17,OUT019,-269.9423741
FDJ20,OUT046,2005.158833
NCW41,OUT018,2206.417793
FDL52,OUT035,850.348228
FDS39,OUT035,2418.04373
DRJ47,OUT045,2695.030462
FDP13,OUT010,-1209.73938
DRK39,OUT010,-578.6043405
FDF28,OUT010,160.0490665
FDB09,OUT045,1957.92372
FDM51,OUT046,1666.447014
DRM49,OUT018,495.2365828
DRF23,OUT013,2804.058381
DRH01,OUT035,2864.742834
FDH12,OUT027,3170.971274
FDA28,OUT019,147.4241239
FDW37,OUT018,1172.617647
FDF02,OUT046,1663.232943
DRL37,OUT046,719.9311716
NCF43,OUT046,2238.524951
FDH08,OUT010,1715.922604
FDR34,OUT019,1785.888937
NCK19,OUT049,3160.036345
NCD55,OUT018,430.4878602
FDT27,OUT049,3835.197258
FDQ57,OUT045,2303.701779
FDA47,OUT035,2763.558101
DRG15,OUT027,2471.223838
FDE05,OUT018,2099.621931
FDN46,OUT046,1650.998757
FDX27,OUT027,2980.65881
FDT51,OUT045,1779.538088
FDU33,OUT013,816.5463486
FDJ16,OUT027,2422.688472
FDD20,OUT019,80.87639038
FDT36,OUT049,671.4138464
DRF15,OUT027,3868.712961
FDN52,OUT010,-465.6052691
FDC22,OUT027,4507.859867
FDX15,OUT045,2479.826603
FDT13,OUT013,3010.661265
FDU04,OUT017,2050.083472
FDU31,OUT019,1578.818192
FDW59,OUT027,2838.718513
NCO29,OUT046,2608.484449
FDL15,OUT035,2578.263838
FDI41,OUT049,2460.702363
FDQ48,OUT049,1737.151892
DRI39,OUT013,932.038335
FDI08,OUT013,4030.062172
FDC21,OUT049,1917.2996
FDF58,OUT035,1191.156479
FDS08,OUT010,921.7151846
FDE47,OUT045,1926.50745
NCP18,OUT019,515.24081
NCR41,OUT013,1566.547298
FDA27,OUT013,4089.466148
FDA43,OUT035,3225.969277
FDA49,OUT045,1350.008932
NCE55,OUT018,2528.54052
DRM49,OUT027,2228.604879
FDF22,OUT027,4841.554058
FDQ15,OUT018,1056.105594
NCS54,OUT017,2853.677023
NCY05,OUT013,632.9055229
FDR45,OUT046,3794.396635
FDK57,OUT049,2043.489705
FDF41,OUT010,1980.691985
FDV21,OUT046,2014.704238
FDD51,OUT046,752.8907736
FDF33,OUT046,1778.594323
FDA38,OUT046,3781.684337
FDR56,OUT045,3082.9757
NCN41,OUT017,2014.028968
FDC60,OUT027,2907.672874
FDB47,OUT045,3239.912253
DRH01,OUT013,2792.278028
FDW08,OUT046,1672.364578
FDF38,OUT027,2169.885268
FDY32,OUT017,2669.613443
FDG34,OUT049,1912.591656
FDG47,OUT019,2217.196581
NCF18,OUT035,3122.286783
FDL39,OUT019,1018.671545
NCH55,OUT035,2142.877156
DRJ35,OUT049,1090.782105
FDS44,OUT035,3941.977356
DRE01,OUT018,3491.934804
FDY39,OUT013,3008.084852
FDY32,OUT018,2288.427985
FDR33,OUT027,3247.422628
NCP50,OUT049,1401.519882
FDZ47,OUT018,1352.452351
FDU57,OUT049,2566.095662
FDY44,OUT013,3164.595695
DRH59,OUT018,919.7219451
FDB03,OUT027,5263.86026
FDY46,OUT045,2912.586245
FDM39,OUT045,2769.206437
FDY36,OUT035,1385.774644
NCM55,OUT035,3042.828781
FDJ50,OUT010,-1013.124744
DRL60,OUT013,2432.053937
NCJ54,OUT049,3745.489234
FDX59,OUT017,681.5616576
FDI07,OUT013,3227.633281
DRF51,OUT010,-1294.618606
FDM14,OUT017,1867.510226
FDP21,OUT045,2983.000662
FDE40,OUT035,1220.470301
FDE05,OUT035,2542.499792
FDM13,OUT027,3575.989329
FDC34,OUT027,3963.426415
NCI55,OUT018,1676.650902
NCE43,OUT018,2373.05405
FDW58,OUT018,1459.400938
FDG60,OUT045,3650.731757
FDV31,OUT017,2882.22287
FDR47,OUT013,3103.68491
FDM60,OUT019,-1161.257155
NCF06,OUT018,3789.520659
NCN26,OUT027,3302.146546
FDQ59,OUT049,1538.740023
FDF09,OUT046,646.5009878
NCS06,OUT017,4239.563815
FDT44,OUT046,1882.928217
FDI19,OUT017,3947.450267
FDT22,OUT017,1071.883465
NCF54,OUT027,4141.922226
DRG25,OUT045,2892.185115
FDB59,OUT017,3225.23711
FDQ37,OUT017,3164.666496
FDP56,OUT035,961.7982943
FDW44,OUT035,2930.051699
FDJ26,OUT010,1522.968237
FDU43,OUT018,3515.635182
FDW33,OUT045,1632.135623
NCX53,OUT027,3720.419455
FDN56,OUT010,450.0558409
DRF15,OUT049,2516.224409
FDO33,OUT017,1922.093715
FDZ39,OUT010,-182.3940987
NCJ19,OUT017,966.9331793
FDU01,OUT035,3116.153774
FDT12,OUT035,3740.432919
NCM18,OUT018,718.0051971
FDP19,OUT017,2127.619446
NCR42,OUT049,656.6044075
FDN10,OUT046,1909.79216
FDG44,OUT017,996.0316455
FDQ10,OUT046,2734.474575
DRH13,OUT049,1796.826862
FDT52,OUT013,3947.841066
FDM56,OUT045,1726.000539
NCO43,OUT010,-291.2147635
NCV29,OUT035,2936.05229
NCF06,OUT013,4122.621168
FDO50,OUT035,1624.081485
FDT59,OUT013,3674.550917
FDX40,OUT027,2073.663332
FDE50,OUT017,3095.689989
FDX51,OUT017,3264.628268
NCD30,OUT018,1295.554712
FDK15,OUT013,1648.132636
FDL12,OUT045,985.6802004
FDK46,OUT017,4187.123774
DRH49,OUT010,-603.1742948
FDQ57,OUT046,2355.676207
FDY59,OUT017,1613.416992
FDO09,OUT018,3879.341666
NCG30,OUT035,2129.907949
FDM09,OUT017,2809.149292
NCN17,OUT027,3055.559941
NCS42,OUT013,1463.887301
FDD02,OUT019,-16.84863041
FDE34,OUT013,2918.603737
FDU38,OUT045,2998.224799
FDB33,OUT046,2518.368043
NCJ29,OUT017,1480.312996
FDZ27,OUT035,971.5350539
FDI40,OUT013,1670.96632
FDG22,OUT013,725.6443967
FDT51,OUT017,1926.962288
FDF20,OUT018,2879.574961
FDV50,OUT035,2092.983999
FDT02,OUT049,734.0662534
DRC49,OUT017,2382.980372
FDF26,OUT049,2572.998164
FDV52,OUT035,2089.763208
FDX59,OUT049,714.3802638
FDV25,OUT035,3667.87113
FDW23,OUT027,2107.227652
FDE53,OUT018,1470.723423
FDA19,OUT017,2177.56157
FDH22,OUT046,2006.94806
NCO41,OUT013,1596.864846
FDX12,OUT017,3948.132025
FDF17,OUT013,3162.519647
FDS11,OUT045,3509.305023
FDR51,OUT035,2558.921388
FDT49,OUT010,-232.5171834
FDC56,OUT013,1951.055403
FDR13,OUT027,3370.859429
FDQ60,OUT035,2115.045635
FDN38,OUT049,4065.285877
NCL29,OUT013,2508.268635
FDO13,OUT027,4061.082937
FDE26,OUT018,2018.364515
FDA31,OUT010,818.4422379
FDX14,OUT035,1377.365
FDA34,OUT045,2725.971616
FDF26,OUT013,2521.61902
FDE38,OUT045,2604.78383
DRI11,OUT046,1819.377661
FDQ60,OUT027,3383.663843
FDL21,OUT027,2178.099884
DRC12,OUT027,4484.185094
FDC47,OUT046,3589.425845
